what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1361890539537
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361890580850
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361890581723
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361890584749
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361890604172
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361890637700
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361890697467
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1361890700952
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361890711023
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361890712033
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.copyLineDown",1361890772752
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1361890778004
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361890837731
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361890839142
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineUp",1361890840752
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361890843933
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361890845788
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361890850545
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361890892031
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1361890903063
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1361890908750
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1361890911589
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1361890925389
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1361890926647
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361890930274
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361890931076
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361890932832
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891103042
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1361891108271
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1361891112899
started,bundle,org.eclipse.equinox.p2.ui,2.0.0.v20100518,"org.eclipse.equinox.p2.ui",1361891112926
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100906-1425,"org.eclipse.ecf.filetransfer",1361891114058
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100906-1425,"org.eclipse.ecf.identity",1361891114093
started,bundle,org.eclipse.ecf,3.1.0.v20100906-1425,"org.eclipse.ecf",1361891114216
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer.httpclient",1361891114297
started,bundle,org.eclipse.ecf.provider.filetransfer,3.1.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer",1361891114300
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891114443
started,bundle,org.eclipse.equinox.p2.director,2.0.3.R36x_v20101117-1018,"org.eclipse.equinox.p2.director",1361891125170
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20100503,"org.eclipse.equinox.p2.garbagecollector",1361891135129
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.1.R36x_v20100901,"org.eclipse.equinox.p2.artifact.repository",1361891135151
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1361891138785
started,bundle,org.eclipse.equinox.p2.publisher,1.1.2.v20100824-2220,"org.eclipse.equinox.p2.publisher",1361891138893
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.3.R36x_v20101202,"org.eclipse.equinox.p2.touchpoint.eclipse",1361891138910
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.201.R36x_v20100823,"org.eclipse.equinox.p2.updatesite",1361891139836
error,log,,,"Operation details",1361891150188
error,log,,,"Operation details",1361891150190
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891168251
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.install",1361891168285
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361891170718
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891179001
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891190632
opened,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesView",1361891190764
activated,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesView",1361891190830
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1361891190832
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1361891190832
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891197436
opened,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1361891209259
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891225733
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesViewAddRepository",1361891225763
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361891233969
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.100.I20100509-0800,"org.eclipse.ui.views.properties.tabbed",1361891233999
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1361891239305
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1361891242513
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361891243724
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891249801
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891249842
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891255710
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1361891255737
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1361891255769
activated,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesView",1361891262404
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891287325
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891297049
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesViewImportProjects",1361891297087
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361891298577
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1361891305091
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1361891305136
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1361891308839
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.format",1361891310430
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1361891311011
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361891313456
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891321392
started,bundle,org.eclipse.team.svn.core,0.7.9.I20110207-1700,"org.eclipse.team.svn.core",1361891321589
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891321695
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891322087
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891350667
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.Commit",1361891350739
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891351036
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891351989
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.Pull",1361891371744
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891372027
started,bundle,org.eclipse.equinox.security.ui,1.0.200.v20100503,"org.eclipse.equinox.security.ui",1361891372432
opened,editor,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.commitEditor",1361891385028
activated,editor,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.commitEditor",1361891385052
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891394822
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361891394833
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1361891396771
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1361891419204
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1361891420199
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1361891421680
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineUp",1361891425099
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineUp",1361891426119
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineUp",1361891426308
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineUp",1361891426471
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineUp",1361891426635
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineDown",1361891427084
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineDown",1361891427269
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineUp",1361891427720
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineUp",1361891427879
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1361891436978
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1361891449997
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1361891451105
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1361891452050
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1361891452275
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1361891452457
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1361891453154
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1361891455354
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1361891459889
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1361891461737
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1361891461928
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1361891462208
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1361891462797
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1361891463517
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1361891466062
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1361891471915
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1361891472102
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1361891472309
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1361891472500
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1361891472701
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.delete.line",1361891473093
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1361891474598
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361891488189
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891497732
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891497772
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891498008
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891500539
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.Commit",1361891500571
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1361891509611
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361891512313
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891520986
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891528116
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891528170
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891528493
opened,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1361891528618
activated,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1361891528657
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.MergeTool",1361891528696
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361891541325
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891551713
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.AddToIndex",1361891551775
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891559881
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891559925
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891560234
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891567632
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.Commit",1361891567677
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891567978
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891568733
activated,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1361891571159
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1361891571277
closed,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1361891571277
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361891572485
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.SimplePush",1361891575986
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891576265
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891578641
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891578770
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891593245
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1361891594231
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361891596491
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1361891597831
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891609340
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891610316
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361891657301
activated,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesView",1361891688630
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361891698784
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361899051776
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361899054561
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361907047857
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361907052494
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.team.Pull",1361907064622
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361907064902
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361907080586
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1361907090558
activated,editor,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.commitEditor",1361907090642
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1361907090642
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361907092280
closed,editor,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.commitEditor",1361907092281
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1361907094276
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1361907094318
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361907094412
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1361907102919
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1361907102956
activated,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesView",1361907110748
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1361907116237
executed,command,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesViewOpen",1361907116248
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1361907120159
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1361907120159
activated,view,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui.RepositoriesView",1361907121126
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1361907121131
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361907123949
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1361907129084
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1361907129125
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1361907151211
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1361907151212
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1361907154168
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1361907154208
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361907192387
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361907197632
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361907199596
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361907200996
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1361907201157
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1361907201586
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1361907201587
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1361907201635
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1361907201635
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,15.0.1.v201111031820-219398,"overlay.com.android.ide.eclipse.adt.overlay",1361907201636
stopped,bundle,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.adt",1361907201636
stopped,bundle,no.hal.jex.ui,1.0.2,"no.hal.jex.ui",1361907201663
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1361907201663
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1361907201664
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1361907201665
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1361907201684
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1361907201686
stopped,bundle,com.python.pydev.codecompletion,2.2.2.2011082312,"com.python.pydev.codecompletion",1361907201686
activated,perspective,org.eclipse.cdt.ui,,"org.eclipse.cdt.ui.CPerspective",1362042675935
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1362042675936
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1362042675937
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1362042675938
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1362042675938
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1362042675938
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1362042675939
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1362042675939
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1362042675940
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1362042675940
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1362042675941
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1362042675941
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1362042675942
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1362042675942
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1362042675943
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1362042675943
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1362042675943
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1362042675944
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1362042675944
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1362042675945
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1362042675945
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1362042675946
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1362042675946
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1362042675946
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1362042675947
